City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain in Inches (last 3 hours),Snow in Inches (last 3 hours)
227,Cabo San Lucas,MX,2020-05-10 20:48:09,22.89,-109.91,90.0,30,40,4.7,scattered clouds,0.0,0.0
228,Berlevag,NO,2020-05-10 20:48:09,70.86,29.09,30.2,68,20,11.41,few clouds,0.0,0.0
229,Teya,RU,2020-05-10 20:48:09,60.38,92.63,49.32,57,73,5.12,broken clouds,0.0,0.0
230,Ilulissat,GL,2020-05-10 20:46:02,69.22,-51.1,33.8,69,100,12.75,overcast clouds,0.0,0.0
231,Mitsamiouli,KM,2020-05-10 20:48:10,-11.38,43.28,81.43,76,2,3.31,light rain,0.0,0.0
232,Coihaique,CL,2020-05-10 20:48:04,-45.58,-72.07,48.2,66,40,2.24,scattered clouds,0.0,0.0
233,Quatre Cocos,MU,2020-05-10 20:48:10,-20.21,57.76,73.4,56,40,9.17,scattered clouds,0.0,0.0
234,Palabuhanratu,MU,2020-05-10 20:48:10,-20.21,57.76,73.4,56,40,9.17,scattered clouds,0.0,0.0
235,Mugur-Aksy,RU,2020-05-10 20:48:10,50.35,90.5,42.64,52,0,2.66,clear sky,0.0,0.0
236,Zhigansk,RU,2020-05-10 20:48:10,66.77,123.37,23.27,96,0,17.69,clear sky,0.0,0.0
237,Bethel,US,2020-05-10 20:48:10,41.37,-73.41,63.0,26,20,14.99,few clouds,0.0,0.0
238,Shingu,JP,2020-05-10 20:48:10,33.73,135.98,63.55,91,86,4.72,overcast clouds,0.0,0.0
239,Stokmarknes,NO,2020-05-10 20:48:11,68.56,14.91,32.0,90,40,6.93,scattered clouds,0.0,0.0
240,Attawapiskat,NO,2020-05-10 20:48:11,68.56,14.91,32.0,90,40,6.93,scattered clouds,0.0,0.0
241,College,US,2020-05-10 20:48:11,64.86,-147.8,75.99,25,20,11.41,few clouds,0.0,0.0
242,Mount Gambier,AU,2020-05-10 20:48:11,-37.83,140.77,46.4,93,10,10.29,clear sky,0.0,0.0
243,Katsuura,JP,2020-05-10 20:48:11,35.13,140.3,69.01,92,79,18.59,broken clouds,0.0,0.0
244,Bukan,IR,2020-05-10 20:48:11,36.52,46.21,49.89,60,16,7.29,few clouds,0.0,0.0
245,Pueblo Rico,CO,2020-05-10 20:48:11,5.24,-76.04,73.4,82,100,3.96,light rain,0.0,0.0
246,Kokopo,PG,2020-05-10 20:48:11,-4.35,152.26,80.15,77,100,4.72,overcast clouds,0.0,0.0
247,High Level,CA,2020-05-10 20:48:11,58.52,-117.14,50.0,21,20,8.05,few clouds,0.0,0.0
248,Lompoc,US,2020-05-10 20:48:12,34.64,-120.46,60.01,87,90,9.17,overcast clouds,0.0,0.0
249,Port Hardy,CA,2020-05-10 20:48:12,50.7,-127.42,69.8,37,40,4.7,scattered clouds,0.0,0.0
250,Tokonou,GN,2020-05-10 20:48:12,9.65,-9.78,75.65,87,94,5.37,light rain,0.0,0.0
251,Zyryanovsk,KZ,2020-05-10 20:48:12,49.74,84.27,56.26,47,56,0.89,broken clouds,0.0,0.0
252,Murgab,TM,2020-05-10 20:48:12,37.5,61.97,73.4,53,40,6.93,scattered clouds,0.0,0.0
253,Bacolod,PH,2020-05-10 20:48:12,10.67,122.95,80.76,75,99,3.44,overcast clouds,0.0,0.0
254,Pacific Grove,US,2020-05-10 20:48:12,36.62,-121.92,66.99,59,20,9.17,few clouds,0.0,0.0
255,Kayes,ML,2020-05-10 20:48:13,14.0,-11.0,94.28,24,28,5.75,scattered clouds,0.0,0.0
256,Mindelo,CV,2020-05-10 20:48:13,16.89,-24.98,75.2,69,75,26.4,broken clouds,0.0,0.0
257,Naivasha,KE,2020-05-10 20:48:13,-0.72,36.44,57.0,93,99,5.06,light rain,0.0,0.0
258,Ahuimanu,US,2020-05-10 20:48:13,21.44,-157.84,87.8,48,1,11.41,clear sky,0.0,0.0
259,Congonhas,BR,2020-05-10 20:48:13,-20.5,-43.86,68.0,52,0,8.05,clear sky,0.0,0.0
260,Kautokeino,NO,2020-05-10 20:48:13,69.01,23.04,26.1,97,100,17.96,light snow,0.0,0.0
261,Cururupu,BR,2020-05-10 20:48:13,-1.83,-44.87,78.76,82,22,3.85,few clouds,0.0,0.0
262,Ponta Delgada,PT,2020-05-10 20:48:13,37.73,-25.67,60.8,72,40,13.87,scattered clouds,0.0,0.0
263,Sitka,US,2020-05-10 20:48:13,57.05,-135.33,69.8,28,40,10.29,scattered clouds,0.0,0.0
264,Srednekolymsk,RU,2020-05-10 20:48:13,67.45,153.68,33.37,93,81,11.65,broken clouds,0.0,0.0
265,Xai-Xai,MZ,2020-05-10 20:48:14,-25.05,33.64,65.19,75,0,3.22,clear sky,0.0,0.0
266,Artigas,UY,2020-05-10 20:48:14,-30.4,-56.47,68.36,73,54,8.25,broken clouds,0.0,0.0
267,Grand Gaube,MU,2020-05-10 20:48:14,-20.01,57.66,69.01,72,31,1.99,scattered clouds,0.0,0.0
268,Takoradi,GH,2020-05-10 20:48:14,4.88,-1.76,79.59,87,100,9.22,light rain,0.0,0.0
269,Aden,YE,2020-05-10 20:44:12,12.78,45.04,87.42,59,51,8.72,broken clouds,0.0,0.0
270,Mwense,ZM,2020-05-10 20:48:14,-10.38,28.7,64.85,74,95,6.2,overcast clouds,0.0,0.0
271,Olafsvik,IS,2020-05-10 20:48:14,64.89,-23.71,41.83,75,16,14.61,few clouds,0.0,0.0
272,Bubaque,GW,2020-05-10 20:48:14,11.28,-15.83,78.21,76,37,13.24,scattered clouds,0.0,0.0
273,Foz,ES,2020-05-10 20:48:14,43.57,-7.25,55.0,97,30,1.99,scattered clouds,0.0,0.0
274,Tamandare,BR,2020-05-10 20:48:15,-8.76,-35.1,79.14,78,100,8.68,overcast clouds,0.0,0.0
275,Lollar,DE,2020-05-10 20:48:15,50.65,8.71,60.01,83,71,9.71,broken clouds,0.0,0.0
276,Piran,SI,2020-05-10 20:48:15,45.53,13.57,62.6,77,68,11.05,broken clouds,0.0,0.0
277,Vila Velha,BR,2020-05-10 20:48:15,-20.33,-40.29,75.2,60,20,5.82,few clouds,0.0,0.0
278,Casablanca,MA,2020-05-10 20:48:15,33.59,-7.62,66.0,72,20,9.17,few clouds,0.0,0.0
279,Amos,CA,2020-05-10 20:48:15,48.57,-78.12,35.6,64,90,10.29,light snow,0.0,0.0
280,Tarudant,CA,2020-05-10 20:48:15,48.57,-78.12,35.6,64,90,10.29,light snow,0.0,0.0
281,Urumqi,CN,2020-05-10 20:48:15,43.8,87.6,73.4,10,66,8.95,broken clouds,0.0,0.0
282,Chipinge,ZW,2020-05-10 20:48:15,-20.19,32.62,53.6,85,31,3.53,scattered clouds,0.0,0.0
283,Tocopilla,CL,2020-05-10 20:48:15,-22.09,-70.2,68.29,59,37,7.85,scattered clouds,0.0,0.0
284,Melendugno,IT,2020-05-10 20:48:16,40.27,18.34,59.0,87,40,8.05,scattered clouds,0.0,0.0
285,Sisimiut,GL,2020-05-10 20:48:16,66.94,-53.67,41.74,67,100,1.9,overcast clouds,0.0,0.0
286,Salalah,OM,2020-05-10 20:47:57,17.02,54.09,82.4,88,20,3.36,few clouds,0.0,0.0
287,Hami,CN,2020-05-10 20:48:16,42.8,93.45,59.25,27,0,9.17,clear sky,0.0,0.0
288,Sorland,NO,2020-05-10 20:48:16,67.67,12.69,32.0,79,90,5.82,shower snow,0.0,0.0
289,Jacareacanga,BR,2020-05-10 20:48:16,-6.22,-57.75,80.64,93,73,1.79,moderate rain,0.0,0.0
290,Lagoa,PT,2020-05-10 20:48:16,39.05,-27.98,58.59,71,85,25.48,overcast clouds,0.0,0.0
291,Norman Wells,CA,2020-05-10 20:48:17,65.28,-126.83,51.8,43,20,14.99,few clouds,0.0,0.0
292,Darnah,LY,2020-05-10 20:48:17,32.77,22.64,69.46,48,0,10.0,clear sky,0.0,0.0
293,Umba,RU,2020-05-10 20:48:17,66.69,34.34,36.12,82,99,18.86,overcast clouds,0.0,0.0
294,Palanpur,IN,2020-05-10 20:48:17,24.17,72.43,78.6,60,0,3.91,clear sky,0.0,0.0
295,Castanheira De Pera,PT,2020-05-10 20:48:17,40.01,-8.21,61.0,90,100,3.4,overcast clouds,0.0,0.0
296,Fethiye,TR,2020-05-10 20:48:17,36.62,29.12,62.6,82,33,2.24,scattered clouds,0.0,0.0
297,Talara,PE,2020-05-10 20:48:17,-4.58,-81.27,73.67,76,72,14.32,broken clouds,0.0,0.0
298,Severo-Kurilsk,RU,2020-05-10 20:48:17,50.68,156.12,34.0,88,50,6.24,scattered clouds,0.0,0.0
299,Mogocha,RU,2020-05-10 20:48:17,53.73,119.77,35.91,92,100,5.57,overcast clouds,0.0,0.0
300,Antalaha,MG,2020-05-10 20:48:18,-14.9,50.28,72.95,83,36,8.3,scattered clouds,0.0,0.0
301,Mudon,MM,2020-05-10 20:48:18,16.26,97.72,82.31,81,81,1.79,broken clouds,0.0,0.0
302,Areosa,PT,2020-05-10 20:48:18,41.72,-8.86,60.01,87,40,9.17,scattered clouds,0.0,0.0
303,Wa,PT,2020-05-10 20:48:18,41.72,-8.86,60.01,87,40,9.17,scattered clouds,0.0,0.0
304,Bartoszyce,PL,2020-05-10 20:48:18,54.25,20.81,55.22,84,100,12.39,overcast clouds,0.0,0.0
305,Rio Grande,BR,2020-05-10 20:48:18,-32.03,-52.1,80.6,36,40,5.82,scattered clouds,0.0,0.0
306,Thunder Bay,CA,2020-05-10 20:47:55,48.4,-89.32,39.99,64,90,8.05,light snow,0.0,0.0
307,Kichera,RU,2020-05-10 20:48:19,55.94,110.1,28.35,91,7,6.67,clear sky,0.0,0.0
308,Niteroi,BR,2020-05-10 20:45:08,-22.88,-43.1,77.0,60,20,6.93,few clouds,0.0,0.0
309,Ixtapa,MX,2020-05-10 20:48:19,20.7,-105.2,84.2,62,40,9.17,scattered clouds,0.0,0.0
310,Khonuu,MX,2020-05-10 20:48:19,20.7,-105.2,84.2,62,40,9.17,scattered clouds,0.0,0.0
311,Milos,GR,2020-05-10 20:48:19,36.75,24.43,64.4,63,46,6.93,light rain,0.0,0.0
312,Bathsheba,BB,2020-05-10 20:48:19,13.22,-59.52,84.2,66,40,19.46,scattered clouds,0.0,0.0
313,Butaritari,KI,2020-05-10 20:48:19,3.07,172.79,83.23,78,17,9.04,few clouds,0.0,0.0
314,Axim,GH,2020-05-10 20:48:19,4.87,-2.24,79.52,87,100,6.87,moderate rain,0.0,0.0
315,Alihe,CN,2020-05-10 20:48:19,50.57,123.72,41.32,78,100,0.54,light rain,0.0,0.0
316,Yingzhong,CN,2020-05-10 20:48:19,50.57,123.72,41.32,78,100,0.54,light rain,0.0,0.0
317,Brindisi,IT,2020-05-10 20:48:20,40.58,17.67,62.01,87,0,8.05,clear sky,0.0,0.0
318,Cabedelo,BR,2020-05-10 20:48:20,-6.98,-34.83,82.4,78,20,10.29,few clouds,0.0,0.0
319,Kesova Gora,RU,2020-05-10 20:48:20,57.58,37.29,43.32,67,0,9.17,clear sky,0.0,0.0
320,North Platte,US,2020-05-10 20:48:20,41.12,-100.77,55.4,37,90,5.82,overcast clouds,0.0,0.0
321,Camacha,PT,2020-05-10 20:46:39,33.08,-16.33,66.2,82,40,19.46,scattered clouds,0.0,0.0
322,Cherskiy,RU,2020-05-10 20:48:20,68.75,161.3,37.78,77,9,18.61,clear sky,0.0,0.0
323,Havre-Saint-Pierre,CA,2020-05-10 20:44:03,50.23,-63.6,39.2,64,1,32.21,clear sky,0.0,0.0
324,Poum,NC,2020-05-10 20:48:21,-20.23,164.02,74.64,74,6,7.87,clear sky,0.0,0.0
325,Labuhan,ID,2020-05-10 20:48:21,-6.88,112.21,78.76,88,67,8.63,light rain,0.0,0.0
326,Yinchuan,CN,2020-05-10 20:48:21,38.47,106.27,44.01,22,0,1.01,clear sky,0.0,0.0
327,Half Moon Bay,US,2020-05-10 20:47:23,37.46,-122.43,73.0,72,1,8.05,clear sky,0.0,0.0
328,Alotau,US,2020-05-10 20:47:23,37.46,-122.43,73.0,72,1,8.05,clear sky,0.0,0.0
329,Karpathos,GR,2020-05-10 20:48:21,35.51,27.21,64.4,68,52,8.05,broken clouds,0.0,0.0
330,Portland,US,2020-05-10 20:43:49,45.52,-122.68,84.99,26,75,12.75,broken clouds,0.0,0.0
331,Trairi,BR,2020-05-10 20:48:21,-3.28,-39.27,77.25,83,100,4.23,light rain,0.0,0.0
332,Monmouth,US,2020-05-10 20:48:22,40.3,-74.17,64.0,25,1,11.41,clear sky,0.0,0.0
333,Tevaitoa,PF,2020-05-10 20:48:22,-16.78,-151.5,82.15,79,92,12.21,overcast clouds,0.0,0.0
334,Luderitz,NA,2020-05-10 20:48:22,-26.65,15.16,73.4,33,0,6.93,clear sky,0.0,0.0
335,Rundu,NA,2020-05-10 20:48:22,-17.93,19.77,68.0,49,91,5.82,overcast clouds,0.0,0.0
336,Wulanhaote,NA,2020-05-10 20:48:22,-17.93,19.77,68.0,49,91,5.82,overcast clouds,0.0,0.0
337,Paucartambo,NA,2020-05-10 20:48:22,-17.93,19.77,68.0,49,91,5.82,overcast clouds,0.0,0.0
338,Alizai,PK,2020-05-10 20:48:22,33.54,70.35,74.46,52,99,3.51,overcast clouds,0.0,0.0
339,Kinlochleven,GB,2020-05-10 20:48:23,56.71,-4.97,37.99,69,14,5.99,few clouds,0.0,0.0
340,Baglung,NP,2020-05-10 20:48:23,28.27,83.59,64.47,54,4,5.66,clear sky,0.0,0.0
341,Oistins,BB,2020-05-10 20:48:23,13.07,-59.53,84.2,66,40,19.46,scattered clouds,0.0,0.0
342,Beloha,MG,2020-05-10 20:48:23,-25.17,45.05,64.87,81,0,12.73,clear sky,0.0,0.0
343,Verkhnevilyuysk,RU,2020-05-10 20:48:23,63.45,120.32,28.49,92,0,4.63,clear sky,0.0,0.0
344,Rodrigues Alves,BR,2020-05-10 20:48:23,-7.74,-72.65,84.6,66,67,1.83,broken clouds,0.0,0.0
345,Verkh-Usugli,RU,2020-05-10 20:48:23,52.7,115.17,35.85,75,31,11.12,scattered clouds,0.0,0.0
346,Praya,CV,2020-05-10 20:48:23,14.92,-23.51,75.2,69,20,16.11,few clouds,0.0,0.0
347,Port Lincoln,AU,2020-05-10 20:48:24,-34.73,135.87,53.44,70,0,8.77,clear sky,0.0,0.0
348,Davila,PH,2020-05-10 20:48:24,18.47,120.58,81.19,77,30,9.19,scattered clouds,0.0,0.0
349,Inhambane,MZ,2020-05-10 20:48:24,-23.86,35.38,69.06,77,20,7.54,few clouds,0.0,0.0
350,Solnechnyy,RU,2020-05-10 20:48:24,50.72,136.63,44.01,85,100,8.32,overcast clouds,0.0,0.0
351,Macapa,BR,2020-05-10 20:48:24,0.04,-51.07,86.0,79,40,6.93,scattered clouds,0.0,0.0
352,Saint George,US,2020-05-10 20:48:25,37.1,-113.58,91.0,14,1,8.05,clear sky,0.0,0.0
353,Santa Ana,US,2020-05-10 20:48:25,33.75,-117.87,78.01,57,75,10.29,broken clouds,0.0,0.0
354,Solovetskiy,US,2020-05-10 20:48:25,33.75,-117.87,78.01,57,75,10.29,broken clouds,0.0,0.0
355,Nuuk,GL,2020-05-10 20:48:25,64.18,-51.72,41.0,80,100,14.99,overcast clouds,0.0,0.0
356,Liwale,TZ,2020-05-10 20:48:25,-9.77,37.93,67.66,76,7,3.6,clear sky,0.0,0.0
357,Inta,RU,2020-05-10 20:48:25,66.03,60.17,34.03,96,27,0.89,scattered clouds,0.0,0.0
358,Visby,SE,2020-05-10 20:47:30,57.64,18.3,53.01,81,100,12.75,light intensity drizzle,0.0,0.0
359,Atar,MR,2020-05-10 20:48:25,20.52,-13.05,87.01,16,3,10.42,clear sky,0.0,0.0
360,Muzhi,RU,2020-05-10 20:48:26,65.37,64.67,40.3,92,94,8.7,overcast clouds,0.0,0.0
361,La Ronge,CA,2020-05-10 20:48:26,55.1,-105.28,39.2,32,75,6.93,broken clouds,0.0,0.0
362,Bengkulu,ID,2020-05-10 20:48:26,-3.8,102.27,76.05,90,100,3.78,overcast clouds,0.0,0.0
363,Goma,CD,2020-05-10 20:48:26,-1.68,29.22,64.06,80,92,3.49,overcast clouds,0.0,0.0
364,Namatanai,PG,2020-05-10 20:48:26,-3.67,152.43,81.88,76,89,6.69,overcast clouds,0.0,0.0
365,Kattivakkam,IN,2020-05-10 20:48:26,13.22,80.32,87.01,79,20,3.36,few clouds,0.0,0.0
366,Tiznit,MA,2020-05-10 20:48:26,29.58,-9.5,58.91,82,59,11.45,broken clouds,0.0,0.0
367,Naron,ES,2020-05-10 20:48:27,43.52,-8.15,60.01,87,20,1.12,few clouds,0.0,0.0
368,Faanui,PF,2020-05-10 20:48:27,-16.48,-151.75,81.21,81,100,12.46,light rain,0.0,0.0
369,George Town,MY,2020-05-10 20:48:27,5.41,100.34,78.8,94,40,4.7,scattered clouds,0.0,0.0
370,Kavieng,PG,2020-05-10 20:48:27,-2.57,150.8,83.8,80,19,11.16,few clouds,0.0,0.0
371,Thompson,CA,2020-05-10 20:45:30,55.74,-97.86,30.2,36,5,12.75,clear sky,0.0,0.0
372,Takhli,TH,2020-05-10 20:48:27,15.26,100.34,87.01,72,93,6.76,overcast clouds,0.0,0.0
373,Inverness,GB,2020-05-10 20:44:01,57.48,-4.22,39.2,69,86,11.41,overcast clouds,0.0,0.0
374,Mujiayingzi,CN,2020-05-10 20:48:28,42.12,118.78,46.58,47,0,12.41,clear sky,0.0,0.0
375,Parrita,CR,2020-05-10 20:48:28,9.52,-84.32,77.0,78,75,11.41,thunderstorm,0.0,0.0
376,Riyadh,SA,2020-05-10 20:45:07,24.69,46.72,89.6,25,94,8.05,overcast clouds,0.0,0.0
377,Krasnovishersk,RU,2020-05-10 20:48:28,60.41,57.08,55.31,90,99,3.38,light rain,0.0,0.0
378,Goba,ET,2020-05-10 20:48:28,7.02,39.98,51.49,91,82,1.63,light rain,0.0,0.0
379,Palekh,RU,2020-05-10 20:48:28,56.8,41.86,48.7,96,99,3.71,overcast clouds,0.0,0.0
380,Yangjiang,CN,2020-05-10 20:48:28,21.85,111.97,79.14,92,81,2.57,broken clouds,0.0,0.0
381,Emerald,AU,2020-05-10 20:48:28,-23.53,148.17,59.0,41,40,13.87,scattered clouds,0.0,0.0
382,Ulundurpettai,AU,2020-05-10 20:48:28,-23.53,148.17,59.0,41,40,13.87,scattered clouds,0.0,0.0
383,Porbandar,IN,2020-05-10 20:48:29,21.64,69.61,80.56,86,0,9.51,clear sky,0.0,0.0
384,Phan Thiet,VN,2020-05-10 20:48:29,10.93,108.1,77.04,85,77,3.83,broken clouds,0.0,0.0
385,Ezhou,CN,2020-05-10 20:48:29,30.4,114.83,65.19,74,0,0.6,clear sky,0.0,0.0
386,Rayagada,IN,2020-05-10 20:48:29,19.17,83.42,82.8,45,23,2.44,few clouds,0.0,0.0
387,Dryden,CA,2020-05-10 20:48:29,49.78,-92.75,42.8,18,1,14.99,clear sky,0.0,0.0
388,Sanford,US,2020-05-10 20:46:14,28.8,-81.27,82.4,57,75,10.29,broken clouds,0.0,0.0
389,Grenaa,DK,2020-05-10 20:48:29,56.42,10.88,46.4,61,47,8.05,scattered clouds,0.0,0.0
390,Malanville,BJ,2020-05-10 20:48:30,11.87,3.39,81.61,64,62,27.38,light rain,0.0,0.0
391,Honggang,CN,2020-05-10 20:48:30,46.47,124.87,47.41,64,3,8.81,clear sky,0.0,0.0
392,Floresta,BR,2020-05-10 20:48:30,-8.6,-38.57,75.74,78,100,13.18,light rain,0.0,0.0
393,San Cristobal,VE,2020-05-10 20:44:25,7.77,-72.22,102.2,24,20,16.11,few clouds,0.0,0.0
394,El Alto,PE,2020-05-10 20:48:30,-4.27,-81.21,74.12,74,89,14.18,overcast clouds,0.0,0.0
395,Brasileia,BR,2020-05-10 20:48:30,-11.02,-68.75,89.6,59,40,4.7,scattered clouds,0.0,0.0
396,Maceio,BR,2020-05-10 20:48:30,-9.67,-35.74,77.0,94,75,3.36,broken clouds,0.0,0.0
397,Sechura,PE,2020-05-10 20:48:30,-5.56,-80.82,79.23,60,60,13.85,broken clouds,0.0,0.0
398,Pocatello,US,2020-05-10 20:48:30,42.87,-112.45,75.99,22,1,10.29,clear sky,0.0,0.0
399,Airai,TL,2020-05-10 20:48:31,-8.93,125.41,56.52,97,24,2.93,few clouds,0.0,0.0
400,Tuatapere,NZ,2020-05-10 20:48:31,-46.13,167.68,51.93,78,100,6.91,overcast clouds,0.0,0.0
401,Panama City,PA,2020-05-10 20:43:37,8.99,-79.52,93.2,66,40,18.34,scattered clouds,0.0,0.0
402,Cayenne,GF,2020-05-10 20:48:31,4.93,-52.33,82.4,78,96,10.29,light rain,0.0,0.0
403,Torbay,CA,2020-05-10 20:48:31,47.67,-52.73,39.0,86,90,36.91,light intensity shower rain,0.0,0.0
404,Tsienyane,CA,2020-05-10 20:48:31,47.67,-52.73,39.0,86,90,36.91,light intensity shower rain,0.0,0.0
405,Beypur,CA,2020-05-10 20:48:31,47.67,-52.73,39.0,86,90,36.91,light intensity shower rain,0.0,0.0
406,Manuk Mangkaw,PH,2020-05-10 20:48:31,4.8,119.85,84.29,71,100,2.24,overcast clouds,0.0,0.0
407,Kalawit,PH,2020-05-10 20:48:31,8.07,122.52,79.74,80,100,2.37,overcast clouds,0.0,0.0
408,Kovdor,RU,2020-05-10 20:48:32,67.57,30.48,35.85,97,100,9.13,overcast clouds,0.0,0.0
409,San Quintin,MX,2020-05-10 20:48:32,30.48,-115.95,68.13,69,26,10.58,scattered clouds,0.0,0.0
410,Changying,CN,2020-05-10 20:48:32,52.87,123.32,33.82,88,100,3.78,overcast clouds,0.0,0.0
411,Thessalon,CA,2020-05-10 20:48:32,46.25,-83.57,44.6,48,1,6.93,clear sky,0.0,0.0
412,Iguape,BR,2020-05-10 20:48:32,-24.71,-47.56,70.3,75,0,11.72,clear sky,0.0,0.0
413,Paamiut,GL,2020-05-10 20:48:32,61.99,-49.67,44.53,71,65,24.94,broken clouds,0.0,0.0
414,Minden,DE,2020-05-10 20:47:05,52.28,8.92,51.8,76,100,11.41,light rain,0.0,0.0
415,Pleasanton,US,2020-05-10 20:46:03,37.66,-121.87,75.99,43,1,14.99,clear sky,0.0,0.0
416,Lodja,CD,2020-05-10 20:48:32,-3.48,23.43,73.38,82,89,1.3,overcast clouds,0.0,0.0
417,Margate,GB,2020-05-10 20:48:33,51.38,1.39,48.0,73,100,33.53,overcast clouds,0.0,0.0
418,Baykit,RU,2020-05-10 20:48:33,61.67,96.37,42.06,63,74,4.0,broken clouds,0.0,0.0
419,Tumannyy,RU,2020-05-10 20:48:33,61.67,96.37,42.06,63,74,4.0,broken clouds,0.0,0.0
420,Nhulunbuy,AU,2020-05-10 20:48:33,-12.23,136.77,80.6,65,100,10.29,overcast clouds,0.0,0.0
421,Impfondo,CG,2020-05-10 20:48:33,1.64,18.07,73.74,94,97,4.45,overcast clouds,0.0,0.0
422,Marawi,PH,2020-05-10 20:48:33,8.0,124.29,78.01,89,30,5.01,scattered clouds,0.0,0.0
423,Slavsk,RU,2020-05-10 20:48:34,55.04,21.68,52.23,84,100,8.66,overcast clouds,0.0,0.0
424,Kamenka,RU,2020-05-10 20:48:34,51.32,42.77,46.99,91,100,13.0,light rain,0.0,0.0
425,Iisalmi,FI,2020-05-10 20:48:34,63.56,27.19,51.8,32,100,18.34,light rain,0.0,0.0
426,Geraldton,AU,2020-05-10 20:48:34,-28.77,114.6,53.6,76,0,1.12,clear sky,0.0,0.0
427,Korhogo,CI,2020-05-10 20:48:34,9.45,-5.63,85.66,56,93,5.48,light rain,0.0,0.0
428,Lokosovo,RU,2020-05-10 20:48:34,61.13,74.82,62.55,47,100,6.96,overcast clouds,0.0,0.0
429,Opuwo,NA,2020-05-10 20:48:34,-18.06,13.84,70.65,39,63,8.03,broken clouds,0.0,0.0
430,Kruisfontein,ZA,2020-05-10 20:48:34,-34.0,24.73,62.26,39,0,2.91,clear sky,0.0,0.0
431,Indramayu,ID,2020-05-10 20:48:34,-6.33,108.32,80.1,81,77,5.41,broken clouds,0.0,0.0
432,Guerrero Negro,MX,2020-05-10 20:48:35,27.98,-114.06,73.17,53,72,16.42,broken clouds,0.0,0.0
433,Hervey Bay,AU,2020-05-10 20:48:35,-25.3,152.85,59.0,57,34,5.99,scattered clouds,0.0,0.0
434,Broome,US,2020-05-10 20:48:35,42.25,-75.83,59.0,32,90,13.87,overcast clouds,0.0,0.0
435,Maneadero,MX,2020-05-10 20:48:35,31.72,-116.57,70.0,78,19,3.0,few clouds,0.0,0.0
436,Genhe,CN,2020-05-10 20:48:35,50.78,121.52,41.34,88,100,1.7,light rain,0.0,0.0
437,Hirara,JP,2020-05-10 20:48:35,24.8,125.28,79.32,88,44,9.31,light rain,0.0,0.0
438,Gravdal,NO,2020-05-10 20:48:35,68.12,13.5,32.0,80,90,5.82,shower snow,0.0,0.0
439,Islaz,RO,2020-05-10 20:48:36,43.73,24.75,69.8,46,75,2.64,broken clouds,0.0,0.0
440,Manyana,BW,2020-05-10 20:48:36,-23.4,21.72,59.77,50,0,5.41,clear sky,0.0,0.0
441,Goteborg,BW,2020-05-10 20:48:36,-23.4,21.72,59.77,50,0,5.41,clear sky,0.0,0.0
442,Grand Centre,BW,2020-05-10 20:48:36,-23.4,21.72,59.77,50,0,5.41,clear sky,0.0,0.0
443,Sao Joao Da Barra,BR,2020-05-10 20:48:36,-21.64,-41.05,75.2,57,0,11.41,clear sky,0.0,0.0
444,Abu Samrah,SY,2020-05-10 20:48:36,35.3,37.18,61.27,57,0,6.64,clear sky,0.0,0.0
445,Madaoua,NE,2020-05-10 20:48:36,14.07,5.96,88.3,45,70,11.7,broken clouds,0.0,0.0
446,Dongying,CN,2020-05-10 20:48:36,37.46,118.49,62.85,39,94,9.13,overcast clouds,0.0,0.0
447,Pavlodar,KZ,2020-05-10 20:48:36,52.3,76.95,62.6,55,80,6.71,broken clouds,0.0,0.0
448,Dongsheng,CN,2020-05-10 20:48:37,39.82,109.98,41.95,55,0,15.88,clear sky,0.0,0.0
449,Hay River,CA,2020-05-10 20:48:37,60.82,-115.8,44.6,48,20,16.11,few clouds,0.0,0.0
450,Iquique,CL,2020-05-10 20:48:37,-20.22,-70.14,68.0,64,75,11.41,broken clouds,0.0,0.0
451,Piterka,RU,2020-05-10 20:48:37,50.68,47.45,50.32,77,0,9.73,clear sky,0.0,0.0
452,Vestmannaeyjar,IS,2020-05-10 20:48:37,63.44,-20.27,43.27,69,44,14.76,scattered clouds,0.0,0.0
453,Upington,ZA,2020-05-10 20:48:37,-28.45,21.26,64.4,26,0,8.05,clear sky,0.0,0.0
454,Jedovnice,CZ,2020-05-10 20:48:37,49.34,16.76,61.0,83,55,2.71,broken clouds,0.0,0.0
455,Klichka,RU,2020-05-10 20:48:38,50.45,118.0,42.03,66,70,16.8,light rain,0.0,0.0
456,Nelson Bay,AU,2020-05-10 20:48:38,-32.72,152.15,46.0,75,32,8.05,scattered clouds,0.0,0.0
457,Xining,CN,2020-05-10 20:48:38,36.62,101.77,36.45,78,45,0.96,scattered clouds,0.0,0.0
458,Scottsbluff,US,2020-05-10 20:48:38,41.87,-103.67,60.8,26,75,9.17,broken clouds,0.0,0.0
459,Pinawa,CA,2020-05-10 20:48:38,50.15,-95.88,46.02,43,94,12.01,overcast clouds,0.0,0.0
460,Artyk,CA,2020-05-10 20:48:38,50.15,-95.88,46.02,43,94,12.01,overcast clouds,0.0,0.0
461,Olinda,BR,2020-05-10 20:48:38,-8.01,-34.86,84.2,70,40,9.17,shower rain,0.0,0.0
462,Chicama,PE,2020-05-10 20:48:38,-7.84,-79.15,75.72,63,66,9.1,broken clouds,0.0,0.0
